cde_Pays;pays;cde_depense;depense_cat;depense_cat_courte;depense;depense_courte;annee;montant
LVA;Lettonie;GF0105;01 - Services generaux des administrations publiques;Services generaux des administrations publiques;01.5 - R & D concernant les services generaux des administrations publiques;RetD concernant des services generaux des administrations publiques;2009;0,01546
LVA;Lettonie;GF07;07 - Sante;Sante;07 - Sante;Sante;2009;0,85714
LVA;Lettonie;GF0804;08 - Loisirs, culture et culte;Loisirs, culture et culte;08.4 - Culte et autres services communautaires;Culte et autres services communautaires;2009;0,00052
LVA;Lettonie;GF02;02 - Defense;Defense;02 - Defense;Defense nationale;2009;0,22361
LVA;Lettonie;GF0101;01 - Services generaux des administrations publiques;Services generaux des administrations publiques;01.1 - Fonctionnement des organes executifs et legislatifs, affaires financieres et fiscales, affaires etrangeres;Organes executifs et legislatifs, affaires finan., fiscales et etrangeres;2009;0,51844
LVA;Lettonie;GF0504;05 - Protection de l environnement;Protection de l environnement;05.4 - Preservation de la diversite biologique et protection de la nature;Preservation de la diversite biologique et protection de la nature;2009;0,00468
LVA;Lettonie;GF0106;01 - Services generaux des administrations publiques;Services generaux des administrations publiques;01.6 - Services generaux des administrations publiques n.c.a.;Services generaux des administrations publiques n.c.a.;2009;0,00542
LVA;Lettonie;GF0402;04 - Affaires economiques;Affaires economiques;04.2 - Agriculture, sylviculture, peche et chasse;Agriculture, sylviculture, peche et chasse;2009;0,23086
LVA;Lettonie;GF0506;05 - Protection de l environnement;Protection de l environnement;05.6 - Protection de l environnement n.c.a.;Protection de l'environnement n.c.a.;2009;0,01284
LVA;Lettonie;GF0602;06 - Logements et equipements collectifs;Logements et equipements collectifs;06.2 - equipements collectifs;Equipements collectifs;2009;0,05508
LVA;Lettonie;GF08;08 - Loisirs, culture et culte;Loisirs, culture et culte;08 - Loisirs, culture et culte;Loisirs, culture et cultes;2009;0,32453
LVA;Lettonie;GF0701;07 - Sante;Sante;07.1 - Produits, appareils et materiels medicaux;Produits, appareils et materiels medicaux;2009;0,09542
LVA;Lettonie;GF05;05 - Protection de l environnement;Protection de l environnement;05 - Protection de l environnement;Protection de l'environnement;2009;0,02446
LVA;Lettonie;GF1001;10 - Protection sociale;Protection sociale;10.1 - Maladie et invalidite;Maladie et invalidite;2009;0,52627
LVA;Lettonie;GF0605;06 - Logements et equipements collectifs;Logements et equipements collectifs;06.5 - R-D dans le domaine du logement et des equipements collectifs;RetD dans le domaine du logement et des equipements collectifs;2009;0,00081
LVA;Lettonie;GF0407;04 - Affaires economiques;Affaires economiques;04.7 - Autres branches d activite;Autres branches d'activite;2009;0,0086
LVA;Lettonie;GF0404;04 - Affaires economiques;Affaires economiques;04.4 - Industries extractives et manufacturieres, construction;Industries extractives et manufacturieres, construction;2009;0,00964
LVA;Lettonie;GF0704;07 - Sante;Sante;07.4 - Services de sante publique;Services de sante publique;2009;0,01708
LVA;Lettonie;GF0503;05 - Protection de l environnement;Protection de l environnement;05.3 - Lutte contre la pollution;Lutte contre la pollution;2009;-0,11907
LVA;Lettonie;GF0205;02 - Defense;Defense;02.5 - Defense n.c.a.;Defense n.c.a.;2009;0,01694
LVA;Lettonie;GF0803;08 - Loisirs, culture et culte;Loisirs, culture et culte;08.3 - Services de radiodiffusion, de television et d edition;Services de radiodiffusion, de television et d'edition;2009;0,03341
LVA;Lettonie;GF0403;04 - Affaires economiques;Affaires economiques;04.3 - Combustibles et energie;Combustibles et energie;2009;0,12621
LVA;Lettonie;GF0303;03 - Ordre et securite publics;Ordre et securite publics;03.3 - Tribunaux;Tribunaux;2009;0,07747
LVA;Lettonie;GF1005;10 - Protection sociale;Protection sociale;10.5 - Chomage;Chomage;2009;0,20393
LVA;Lettonie;GF0405;04 - Affaires economiques;Affaires economiques;04.5 - Transports;Transports;2009;0,86472
LVA;Lettonie;GF0706;07 - Sante;Sante;07.6 - Sante n.c.a.;Sante n.c.a.;2009;0,03298
LVA;Lettonie;GF0705;07 - Sante;Sante;07.5 - R-D dans le domaine de la sante;RetD dans le domaine de la sante;2009;0,00016
LVA;Lettonie;GF0601;06 - Logements et equipements collectifs;Logements et equipements collectifs;06.1 - Logements;Logements;2009;0,0568
LVA;Lettonie;GF0409;04 - Affaires economiques;Affaires economiques;04.9 - Affaires economiques n.c.a.;Affaires economiques n.c.a.;2009;0,05926
LVA;Lettonie;GF0802;08 - Loisirs, culture et culte;Loisirs, culture et culte;08.2 - Services culturels;Services culturels;2009;0,21777
LVA;Lettonie;GF0901;09 - Enseignement;Enseignement;09.1 - Enseignement preelementaire et primaire;Enseignement preelementaire et primaire;2009;0,45435
LVA;Lettonie;GF1004;10 - Protection sociale;Protection sociale;10.4 - Famille et enfants;Famille et enfants;2009;0,19793
LVA;Lettonie;GF0107;01 - Services generaux des administrations publiques;Services generaux des administrations publiques;01.7 - Operations concernant la dette publique;Operations concernant la dette publique;2009;0,29188
LVA;Lettonie;GF0408;04 - Affaires economiques;Affaires economiques;04.8 - R-D concernant les affaires economiques;RetD concernant les affaires economiques;2009;0,00001
LVA;Lettonie;GF09;09 - Enseignement;Enseignement;09 - Enseignement;Enseignement;2009;1,25962
LVA;Lettonie;GF03;03 - Ordre et securite publics;Ordre et securite publics;03 - Ordre et securite publics;Ordre et securite publics;2009;0,38818
LVA;Lettonie;GF0702;07 - Sante;Sante;07.2 - Services ambulatoires;Services ambulatoires;2009;0,17335
LVA;Lettonie;GF0906;09 - Enseignement;Enseignement;09.6 - Services annexes a l enseignement;Services annexes a l'enseignement;2009;0,02312
LVA;Lettonie;GF0103;01 - Services generaux des administrations publiques;Services generaux des administrations publiques;01.3 - Services generaux;Services generaux;2009;0,06244
LVA;Lettonie;GF1006;10 - Protection sociale;Protection sociale;10.6 - Logement;Logement;2009;0,01697
LVA;Lettonie;GF1003;10 - Protection sociale;Protection sociale;10.3 - Survivants;Survivants;2009;0,05332
LVA;Lettonie;GF0806;08 - Loisirs, culture et culte;Loisirs, culture et culte;08.6 - Loisirs, culture et culte n.c.a.;Loisirs, culture et culte n.c.a.;2009;0,02142
LVA;Lettonie;GF1002;10 - Protection sociale;Protection sociale;10.2 - Vieillesse;Vieillesse;2009;1,50681
LVA;Lettonie;GF0401;04 - Affaires economiques;Affaires economiques;04.1 - Tutelle de l economie generale, des echanges et de l emploi;Tutelle de l'economie generale, des echanges et de l'emploi;2009;0,41226
LVA;Lettonie;GF0604;06 - Logements et equipements collectifs;Logements et equipements collectifs;06.4 - eclairage public;Eclairage public;2009;0,03177
LVA;Lettonie;GF0202;02 - Defense;Defense;02.2 - Defense civile;Defense civile;2009;0,00768
LVA;Lettonie;GF0907;09 - Enseignement;Enseignement;09.7 - R-D dans le domaine de l enseignement;RetD dans le domaine de l'enseignement;2009;0,00145
LVA;Lettonie;GF0406;04 - Affaires economiques;Affaires economiques;04.6 - Communications;Communications;2009;0,00456
LVA;Lettonie;GF0902;09 - Enseignement;Enseignement;09.2 - Enseignement secondaire;Enseignement secondaire;2009;0,40336
LVA;Lettonie;GF0304;03 - Ordre et securite publics;Ordre et securite publics;03.4 - Administration penitentiaire;Administration penitentiaire;2009;0,03667
LVA;Lettonie;GF0204;02 - Defense;Defense;02.4 - R-D concernant la defense;R et D concernant la defense;2010;0
LVA;Lettonie;GF0202;02 - Defense;Defense;02.2 - Defense civile;Defense civile;2010;0,00273
LVA;Lettonie;GF0304;03 - Ordre et securite publics;Ordre et securite publics;03.4 - Administration penitentiaire;Administration penitentiaire;2010;0,02938
LVA;Lettonie;GF0902;09 - Enseignement;Enseignement;09.2 - Enseignement secondaire;Enseignement secondaire;2010;0,34246
LVA;Lettonie;GF0406;04 - Affaires economiques;Affaires economiques;04.6 - Communications;Communications;2010;0,00311
LVA;Lettonie;GF0604;06 - Logements et equipements collectifs;Logements et equipements collectifs;06.4 - eclairage public;Eclairage public;2010;0,03189
LVA;Lettonie;GF1002;10 - Protection sociale;Protection sociale;10.2 - Vieillesse;Vieillesse;2010;1,55857
LVA;Lettonie;GF0401;04 - Affaires economiques;Affaires economiques;04.1 - Tutelle de l economie generale, des echanges et de l emploi;Tutelle de l'economie generale, des echanges et de l'emploi;2010;0,55371
LVA;Lettonie;GF0806;08 - Loisirs, culture et culte;Loisirs, culture et culte;08.6 - Loisirs, culture et culte n.c.a.;Loisirs, culture et culte n.c.a.;2010;0,02557
LVA;Lettonie;GF0305;03 - Ordre et securite publics;Ordre et securite publics;03.5 - R-D concernant l ordre et la securite publics;RetD concernant l'ordre et la securite publics;2010;0
LVA;Lettonie;GF0108;01 - Services generaux des administrations publiques;Services generaux des administrations publiques;01.8 - Transferts de caractere general entre administrations publiques;Transferts de caractere general entre administrations publiques;2010;0
LVA;Lettonie;GF0102;01 - Services generaux des administrations publiques;Services generaux des administrations publiques;01.2 - Aide economique exterieure;Aide economique exterieure;2010;0
LVA;Lettonie;GF0805;08 - Loisirs, culture et culte;Loisirs, culture et culte;08.5 - R-D dans le domaine des loisirs, de la culture et du culte;RetD dans le domaine des loisirs, de la culture et du culte;2010;0
LVA;Lettonie;GF0203;02 - Defense;Defense;02.3 - Aide militaire a des pays etrangers;Aide militaire a des pays etrangers;2010;0
LVA;Lettonie;GF0903;09 - Enseignement;Enseignement;09.3 - Enseignement postsecondaire non superieur;Enseignement postsecondaire non superieur;2010;0
LVA;Lettonie;GF0907;09 - Enseignement;Enseignement;09.7 - R-D dans le domaine de l enseignement;RetD dans le domaine de l'enseignement;2010;0
LVA;Lettonie;GF1001;10 - Protection sociale;Protection sociale;10.1 - Maladie et invalidite;Maladie et invalidite;2010;0,42937
LVA;Lettonie;GF0701;07 - Sante;Sante;07.1 - Produits, appareils et materiels medicaux;Produits, appareils et materiels medicaux;2010;0,1021
LVA;Lettonie;GF05;05 - Protection de l environnement;Protection de l environnement;05 - Protection de l environnement;Protection de l'environnement;2010;0,05363
LVA;Lettonie;GF08;08 - Loisirs, culture et culte;Loisirs, culture et culte;08 - Loisirs, culture et culte;Loisirs, culture et cultes;2010;0,29398
LVA;Lettonie;GF0602;06 - Logements et equipements collectifs;Logements et equipements collectifs;06.2 - equipements collectifs;Equipements collectifs;2010;0,04961
LVA;Lettonie;GF0506;05 - Protection de l environnement;Protection de l environnement;05.6 - Protection de l environnement n.c.a.;Protection de l'environnement n.c.a.;2010;0,01221
LVA;Lettonie;GF0402;04 - Affaires economiques;Affaires economiques;04.2 - Agriculture, sylviculture, peche et chasse;Agriculture, sylviculture, peche et chasse;2010;0,28704
LVA;Lettonie;GF0106;01 - Services generaux des administrations publiques;Services generaux des administrations publiques;01.6 - Services generaux des administrations publiques n.c.a.;Services generaux des administrations publiques n.c.a.;2010;0,00374
LVA;Lettonie;GF0504;05 - Protection de l environnement;Protection de l environnement;05.4 - Preservation de la diversite biologique et protection de la nature;Preservation de la diversite biologique et protection de la nature;2010;0,00391
LVA;Lettonie;GF0101;01 - Services generaux des administrations publiques;Services generaux des administrations publiques;01.1 - Fonctionnement des organes executifs et legislatifs, affaires financieres et fiscales, affaires etrangeres;Organes executifs et legislatifs, affaires finan., fiscales et etrangeres;2010;0,42646
LVA;Lettonie;GF02;02 - Defense;Defense;02 - Defense;Defense nationale;2010;0,18957
LVA;Lettonie;GF0105;01 - Services generaux des administrations publiques;Services generaux des administrations publiques;01.5 - R & D concernant les services generaux des administrations publiques;RetD concernant des services generaux des administrations publiques;2010;0,0018
LVA;Lettonie;GF07;07 - Sante;Sante;07 - Sante;Sante;2010;0,73487
LVA;Lettonie;GF0804;08 - Loisirs, culture et culte;Loisirs, culture et culte;08.4 - Culte et autres services communautaires;Culte et autres services communautaires;2010;0,00076
LVA;Lettonie;GF0502;05 - Protection de l environnement;Protection de l environnement;05.2 - Gestion des eaux usees;Gestion des eaux usees;2010;0,01009
LVA;Lettonie;GF0703;07 - Sante;Sante;07.3 - Services hospitaliers;Services hospitaliers;2010;0,44172
LVA;Lettonie;GF0606;06 - Logements et equipements collectifs;Logements et equipements collectifs;06.6 - Logement et equipements collectifs n.c.a.;Logement et equipements collectifs n.c.a.;2010;0,01949
LVA;Lettonie;GF0801;08 - Loisirs, culture et culte;Loisirs, culture et culte;08.1 - Services recreatifs et sportifs;Services recreatifs et sportifs;2010;0,03788
LVA;Lettonie;GF1008;10 - Protection sociale;Protection sociale;10.8 - R-D dans le domaine de la protection sociale;RetD dans le domaine de la protection sociale;2010;0,00009
LVA;Lettonie;GF1007;10 - Protection sociale;Protection sociale;10.7 - Exclusion sociale n.c.a.;Exclusion sociale n.c.a.;2010;0,09136
LVA;Lettonie;GF0306;03 - Ordre et securite publics;Ordre et securite publics;03.6 - Ordre et securite publics n.c.a.;Ordre et securite publics n.c.a.;2010;0,02039
LVA;Lettonie;GF0501;05 - Protection de l environnement;Protection de l environnement;05.1 - Gestion des dechets;Gestion des dechets;2010;0,072
LVA;Lettonie;GF0505;05 - Protection de l environnement;Protection de l environnement;05.5 - R-D dans le domaine de la protection de l environnement;RetD dans le domaine de la protection de l'environnement;2010;0,00016
LVA;Lettonie;GF06;06 - Logements et equipements collectifs;Logements et equipements collectifs;06 - Logements et equipements collectifs;Logement et developpement collectif;2010;0,26554
LVA;Lettonie;GF04;04 - Affaires economiques;Affaires economiques;04 - Affaires economiques;Affaires economiques;2010;1,88855
LVA;Lettonie;GF0302;03 - Ordre et securite publics;Ordre et securite publics;03.2 - Services de protection civile;Services de protection civile;2010;0,03832
LVA;Lettonie;GF0904;09 - Enseignement;Enseignement;09.4 - Enseignement superieur;Enseignement superieur;2010;0,19896
LVA;Lettonie;GF0104;01 - Services generaux des administrations publiques;Services generaux des administrations publiques;01.4 - Recherche fondamentale;Recherche fondamentale;2010;0,09423
LVA;Lettonie;GF0905;09 - Enseignement;Enseignement;09.5 - Enseignement non defini par niveau;Enseignement non defini par niveau;2010;0,08923
