cde_operation;operation;cde_depense;depense_cat;depense_cat_courte;depense_courte;depense;annee;montant;cde_pays;pays
P5L;Acquisition nette d actifs non financiers;GF0101;01 - Services generaux des administrations publiques;Services generaux des administrations publiques;Organes executifs et legislatifs, affaires finan., fiscales et etrangeres;01.1 - Fonctionnement des organes executifs et legislatifs, affaires financieres et fiscales, affaires etrangeres;1995;0,202;FRA;France
P5L;Acquisition nette d actifs non financiers;GF0102;01 - Services generaux des administrations publiques;Services generaux des administrations publiques;Aide economique exterieure;01.2 - Aide economique exterieure;1995;0;FRA;France
P5L;Acquisition nette d actifs non financiers;GF0103;01 - Services generaux des administrations publiques;Services generaux des administrations publiques;Services generaux;01.3 - Services generaux;1995;2,979;FRA;France
P5L;Acquisition nette d actifs non financiers;GF0104;01 - Services generaux des administrations publiques;Services generaux des administrations publiques;Recherche fondamentale;01.4 - Recherche fondamentale;1995;3,639;FRA;France
P5L;Acquisition nette d actifs non financiers;GF0105;01 - Services generaux des administrations publiques;Services generaux des administrations publiques;RetD concernant des services generaux des administrations publiques;01.5 - R & D concernant les services generaux des administrations publiques;1995;0,001;FRA;France
P5L;Acquisition nette d actifs non financiers;GF0106;01 - Services generaux des administrations publiques;Services generaux des administrations publiques;Services generaux des administrations publiques n.c.a.;01.6 - Services generaux des administrations publiques n.c.a.;1995;0,086;FRA;France
P5L;Acquisition nette d actifs non financiers;GF0108;01 - Services generaux des administrations publiques;Services generaux des administrations publiques;Transferts de caractere general entre administrations publiques;01.8 - Transferts de caractere general entre administrations publiques;1995;0;FRA;France
P5L;Acquisition nette d actifs non financiers;GF02;02 - Defense;Defense;Defense nationale;02 - Defense;1995;7,438;FRA;France
P5L;Acquisition nette d actifs non financiers;GF0201;02 - Defense;Defense;Defense militaire;02.1 - Defense militaire;1995;6,9;FRA;France
P5L;Acquisition nette d actifs non financiers;GF0202;02 - Defense;Defense;Defense civile;02.2 - Defense civile;1995;0,068;FRA;France
P5L;Acquisition nette d actifs non financiers;GF0203;02 - Defense;Defense;Aide militaire a des pays etrangers;02.3 - Aide militaire a des pays etrangers;1995;0;FRA;France
P5L;Acquisition nette d actifs non financiers;GF0204;02 - Defense;Defense;R et D concernant la defense;02.4 - R-D concernant la defense;1995;0,228;FRA;France
P5L;Acquisition nette d actifs non financiers;GF0205;02 - Defense;Defense;Defense n.c.a.;02.5 - Defense n.c.a.;1995;0,242;FRA;France
P5L;Acquisition nette d actifs non financiers;GF03;03 - Ordre et securite publics;Ordre et securite publics;Ordre et securite publics;03 - Ordre et securite publics;1995;1,47;FRA;France
P5L;Acquisition nette d actifs non financiers;GF0301;03 - Ordre et securite publics;Ordre et securite publics;Services de police;03.1 - Services de police;1995;0,755;FRA;France
P5L;Acquisition nette d actifs non financiers;GF0302;03 - Ordre et securite publics;Ordre et securite publics;Services de protection civile;03.2 - Services de protection civile;1995;0,271;FRA;France
P5L;Acquisition nette d actifs non financiers;GF0303;03 - Ordre et securite publics;Ordre et securite publics;Tribunaux;03.3 - Tribunaux;1995;0,248;FRA;France
P5L;Acquisition nette d actifs non financiers;GF0304;03 - Ordre et securite publics;Ordre et securite publics;Administration penitentiaire;03.4 - Administration penitentiaire;1995;0,169;FRA;France
P5L;Acquisition nette d actifs non financiers;GF0305;03 - Ordre et securite publics;Ordre et securite publics;RetD concernant l ordre et la securite publics;03.5 - R-D concernant l'ordre et la securite publics;1995;-0,005;FRA;France
P5L;Acquisition nette d actifs non financiers;GF0306;03 - Ordre et securite publics;Ordre et securite publics;Ordre et securite publics n.c.a.;03.6 - Ordre et securite publics n.c.a.;1995;0,032;FRA;France
P5L;Acquisition nette d actifs non financiers;GF04;04 - Affaires economiques;Affaires economiques;Affaires economiques;04 - Affaires economiques;1995;22,018;FRA;France
P5L;Acquisition nette d actifs non financiers;GF0401;04 - Affaires economiques;Affaires economiques;Tutelle de l economie generale, des echanges et de l emploi;04.1 - Tutelle de l'economie generale, des echanges et de l'emploi;1995;0,472;FRA;France
P5L;Acquisition nette d actifs non financiers;GF0402;04 - Affaires economiques;Affaires economiques;Agriculture, sylviculture, peche et chasse;04.2 - Agriculture, sylviculture, peche et chasse;1995;0,546;FRA;France
P5L;Acquisition nette d actifs non financiers;GF0403;04 - Affaires economiques;Affaires economiques;Combustibles et energie;04.3 - Combustibles et energie;1995;1,126;FRA;France
P5L;Acquisition nette d actifs non financiers;GF0404;04 - Affaires economiques;Affaires economiques;Industries extractives et manufacturieres, construction;04.4 - Industries extractives et manufacturieres, construction;1995;0,036;FRA;France
